ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Countries,Family_ID,Language_ID
kond1302,Konda-Yahadian,,,,kond1302,,,,
cani1243,Canichana,South America,-14.3058,-64.944455,cani1243,caz,BO,,
mong1349,Mongolic-Khitan,,,,mong1349,,,,
cadd1255,Caddoan,,,,cadd1255,,,,
yuki1242,Yuki-Wappo,,,,yuki1242,,,,
grea1241,Great Andamanese,,,,grea1241,,,,
gong1255,Ta-Ne-Omotic,,,,gong1255,,,,
monu1249,Bogia,,,,monu1249,,,,
lowe1437,Lower Sepik-Ramu,,,,lowe1437,,,,
kala1402,Kalapuyan,,,,kala1402,,,,
teme1251,Temeinic,,,,teme1251,,,,
morb1239,Mor (Bomberai Peninsula),Papunesia,-2.85747,132.845,morb1239,moq,ID,,
kwal1257,Kwalean,,,,kwal1257,,,,
rama1271,Ramanos,South America,-14.3019482,-67.3590894,rama1271,,BO,,
maya1287,Mayan,,,,maya1287,,,,
guai1249,Guaicuruan,,,,guai1249,,,,
kimk1238,Kimki,Papunesia,-4.2742,140.884,kimk1238,sbt,ID,,
odia1239,Odiai,Papunesia,-3.82276,141.336,odia1239,bhf,PG,,
jarr1235,Jarrakan,,,,jarr1235,,,,
yano1268,Yanomamic,,,,yano1268,,,,
yale1246,Yale,Papunesia,-3.79762,141.566,yale1246,nce,PG,,
nort2923,North Halmahera,,,,nort2923,,,,
song1307,Songhay,,,,song1307,,,,
utoa1244,Uto-Aztecan,,,,utoa1244,,,,
moro1289,Marori,Papunesia,-8.5692,140.688,moro1289,mok,ID,,
zamu1243,Zamucoan,,,,zamu1243,,,,
kehu1238,Kehu,Papunesia,-3.19328,136.14,kehu1238,khh,ID,,
giim1238,Giimbiyu,,,,giim1238,,,,
maid1262,Maiduan,,,,maid1262,,,,
bang1363,Bangime,Africa,14.8116,-3.77092,bang1363,dba,ML,,
mola1238,Molale,North America,44.556,-122.857,mola1238,mbe,US,,
iroq1247,Iroquoian,,,,iroq1247,,,,
toro1256,Tor-Orya,,,,toro1256,,,,
hurr1239,Hurro-Urartian,,,,hurr1239,,,,
sout1293,South-Eastern Tasmanian,,,,sout1293,,,,
abun1252,Abun,Papunesia,-0.57073,132.416,abun1252,kgr,ID,,
nakh1245,Nakh-Daghestanian,,,,nakh1245,,,,
kaku1242,Kakua-Nukak,,,,kaku1242,,,,
tiwi1244,Tiwi,Australia,-11.6308,130.949,tiwi1244,tiw,AU,,
hmon1336,Hmong-Mien,,,,hmon1336,,,,
jara1244,Jarawa-Onge,,,,jara1244,,,,
tonk1249,Tonkawa,North America,30.25,-96.75,tonk1249,tqw,US,,
amto1249,Amto-Musan,,,,amto1249,,,,
waor1240,Waorani,South America,-1.12312,-76.683,waor1240,auc,EC,,
kart1248,Kartvelian,,,,kart1248,,,,
sent1261,Sentanic,,,,sent1261,,,,
wage1238,Wageman,Australia,-13.8627,131.893,wage1238,waq,AU,,
chap1271,Chapacuran,,,,chap1271,,,,
iber1250,Iberian,Eurasia,40.624,0.212401,iber1250,xib,ES,,
saha1239,Sahaptian,,,,saha1239,,,,
wadj1254,Wadjiginy,Australia,-12.8596,130.737,wadj1254,wdj,AU,,
muni1258,Muniche,South America,-5.7441796,-76.426712,muni1258,myr,PE,,
shas1238,Shastan,,,,shas1238,,,,
otom1299,Otomanguean,,,,otom1299,,,,
chim1311,Chimakuan,North America,47.632,-123.079,chim1311,,US,,
kena1236,Kenaboi,Eurasia,3.154162,102.01596,kena1236,xbn,MY,,
chim1301,Chimariko,North America,41.0,-123.0,chim1301,cid,US,,
gumu1250,Gumuz,,,,gumu1250,,,,
tall1235,Tallán,South America,-5.330824,-80.651093,tall1235,,PE,,
come1251,Comecrudan,North America,26.1333,-98.4667,come1251,xcm,MX,,
lenc1239,Lencan,,,,lenc1239,,,,
coos1248,Coosan,,,,coos1248,,,,
nyul1248,Nyulnyulan,,,,nyul1248,,,,
yetf1238,Yetfa,Papunesia,-4.05884,140.653,yetf1238,yet,ID;PG,,
turk1311,Turkic,,,,turk1311,,,,
namb1299,Nambiquaran,,,,namb1299,,,,
puri1261,Puri-Coroado,,,,puri1261,,,,
aust1305,Austroasiatic,,,,aust1305,,,,
atla1278,Atlantic-Congo,,,,atla1278,,,,
lepk1239,Lepki-Murkim-Kembra,,,,lepk1239,,,,
inan1242,Inanwatan,,,,inan1242,,,,
mpur1239,Mpur,Papunesia,-0.7489,133.166,mpur1239,akc,ID,,
eski1264,Eskimo-Aleut,,,,eski1264,,,,
chum1262,Chumashan,,,,chum1262,,,,
boro1281,Bororoan,,,,boro1281,,,,
hata1242,Hatam-Mansim,,,,hata1242,,,,
kwom1263,Kwomtari-Nai,,,,kwom1263,,,,
beot1247,Beothuk,North America,48.0,-57.0,beot1247,bue,CA,,
tuuu1241,Tuu,,,,tuuu1241,,,,
iton1250,Itonama,South America,-12.80431,-64.35748,iton1250,ito,BO,,
pyuu1245,Pyu,Papunesia,-4.45003,141.018,pyuu1245,pby,ID;PG,,
pume1238,Pumé,South America,7.10677,-67.5996,pume1238,yae,CO;VE,,
puel1244,Puelche,South America,-42.223,-68.666,puel1244,pue,AR,,
zapa1251,Zaparoan,,,,zapa1251,,,,
sout2845,South Omotic,,,,sout2845,,,,
mink1237,Minkin,Australia,-17.736653,139.541931,mink1237,xxm,AU,,
tebe1251,Teberan,,,,tebe1251,,,,
jica1245,Jicaquean,,,,jica1245,,,,
seri1257,Seri,North America,28.9877,-112.384,seri1257,sei,MX,,
pauw1244,Pauwasi,,,,pauw1244,,,,
bosa1245,Bosavi,,,,bosa1245,,,,
sand1273,Sandawe,Africa,-5.26918,35.4808,sand1273,sad,TZ,,
tuxa1239,Tuxá,South America,-8.953642,-38.2742287,tuxa1239,tud,BR,,
moch1259,Mochica,South America,-8.01667,-79.0,moch1259,omc,PE,,
ainu1252,Ainu,,,,ainu1252,,,,
katu1274,Katukinan,,,,katu1274,,,,
chib1249,Chibchan,,,,chib1249,,,,
chon1288,Chonan,,,,chon1288,,,,
kadu1256,Kadugli-Krongo,,,,kadu1256,,,,
gaga1251,Gaagudju,Australia,-12.5176,132.643,gaga1251,gbu,AU,,
pele1245,Pele-Ata,Papunesia,-5.58045,151.05,pele1245,ata,PG,,
tama1329,Tamaic,,,,tama1329,,,,
otom1276,Otomaco-Taparita,South America,7.869912,-70.997315,otom1276,,VE,,
urar1246,Urarina,South America,-4.44006,-75.4211,urar1246,ura,PE,,
take1257,Takelma,North America,42.423,-123.452,take1257,tkm,US,,
choc1280,Chocoan,,,,choc1280,,,,
hrus1242,Hruso,Eurasia,27.27,92.63,hrus1242,hru,IN,,
etru1241,Etruscan,Eurasia,41.9,12.4833,etru1241,ett,IT,,
left1242,Left May,,,,left1242,,,,
niha1238,Nihali,Eurasia,21.1886,76.3318,niha1238,nll,IN,,
iran1263,Irántxe-Münkü,South America,-12.7178,-57.9806,iran1263,irn,BR,,
west2604,West Bomberai,,,,west2604,,,,
umbu1235,Umbugarla,Australia,-12.9325,131.825,umbu1235,umr,AU,,
boga1247,Bogaya,Papunesia,-5.54487,142.255,boga1247,boq,PG,,
taik1256,Tai-Kadai,,,,taik1256,,,,
huav1256,Huavean,,,,huav1256,,,,
east2386,Eastern Jebel,,,,east2386,,,,
yeni1252,Yeniseian,,,,yeni1252,,,,
kaya1327,Kayagaric,,,,kaya1327,,,,
west1503,Western Tasmanian,,,,west1503,,,,
yana1271,Yana,North America,39.2769,-121.608,yana1271,ynn,US,,
usku1243,Usku,Papunesia,-3.63853,140.502,usku1243,ulf,ID,,
karo1304,Karok,North America,41.8228,-123.315,karo1304,kyh,US,,
kano1245,Kanoê,South America,-12.1789,-64.5812,kano1245,kxo,BR,,
taru1236,Taruma,South America,-0.90963,-59.904786,taru1236,tdm,BR,,
pawa1255,Pawaia,Papunesia,-6.88021,145.081,pawa1255,pwa,PG,,
movi1243,Movima,South America,-13.8115,-65.6348,movi1243,mzp,BO,,
kiwa1251,Kiwaian,,,,kiwa1251,,,,
kaur1274,Kaure-Kosare,,,,kaur1274,,,,
unat1236,Unattested,,,,unat1236,,,,
kres1240,Kresh-Aja,,,,kres1240,,,,
paho1240,Pahoturi,,,,paho1240,,,,
omur1241,Omurano,South America,-4.816667,-75.4,omur1241,omu,PE,,
bira1253,Ongota,Africa,5.29807,37.025,bira1253,bxe,ET,,
kwaz1243,Kwaza,South America,-11.6667,-61.1833,kwaz1243,xwa,BR,,
kuja1239,Kujarge,Africa,11.7473,22.1956,kuja1239,vkj,TD,,
chuk1271,Chukotko-Kamchatkan,,,,chuk1271,,,,
katl1246,Katla-Tima,,,,katl1246,,,,
yera1243,Yerakai,Papunesia,-4.28828,142.947,yera1243,yra,PG,,
molo1262,Molof,Papunesia,-3.41946,140.557,molo1262,msl,ID,,
yoku1255,Yokutsan,,,,yoku1255,,,,
maoo1243,Blue Nile Mao,,,,maoo1243,,,,
nara1262,Nara,Africa,15.3251,37.499,nara1262,nrb,ER,,
kere1287,Keresan,,,,kere1287,,,,
coch1271,Cochimi-Yuman,,,,coch1271,,,,
nucl1709,Nuclear Trans New Guinea,,,,nucl1709,,,,
yama1264,Yámana,South America,-55.2748,-68.2648,yama1264,yag,CL,,
arti1236,Artificial Language,,,,arti1236,,,,
geel1240,Geelvink Bay,,,,geel1240,,,,
pank1250,Pankararú,South America,-8.99999,-37.0167,pank1250,paz,BR,,
sign1238,Sign Language,,,,sign1238,,,,
yawa1259,Yawa-Saweru,,,,yawa1259,,,,
cayu1241,Cayuse,North America,46.1136,-117.94,cayu1241,xcy,US,,
yura1255,Yuracaré,South America,-16.7479,-65.1224,yura1255,yuz,BO,,
lafo1243,Lafofa,Africa,10.3357,30.7331,lafo1243,laf,SD,,
nivk1234,Nivkh,,,,nivk1234,,,,
nada1235,Naduhup,,,,nada1235,,,,
burm1264,Burmeso,Papunesia,-2.47582,138.203,burm1264,bzu,ID,,
tang1340,Tangkic,,,,tang1340,,,,
natc1249,Natchez,North America,31.75,-91.33,natc1249,ncz,US,,
kera1258,Keram,,,,kera1258,,,,
atac1235,Atacame,South America,0.834931,-79.778137,atac1235,,EC,,
jira1235,Jirajaran,South America,10.57,-69.7,jira1235,,VE,,
kore1284,Koreanic,,,,kore1284,,,,
hadz1240,Hadza,Africa,-3.83115,35.0458,hadz1240,hts,TZ,,
suar1238,Asabano,Papunesia,-4.95072,141.978,suar1238,seo,PG,,
lavu1241,Lavukaleve,Papunesia,-9.05569,159.119,lavu1241,lvk,SB,,
alse1251,Alsea-Yaquina,North America,44.408,-123.94,alse1251,aes,US,,
surm1244,Surmic,,,,surm1244,,,,
bain1263,Baining,,,,bain1263,,,,
chit1248,Chitimacha,North America,30.3386,-90.9123,chit1248,ctm,US,,
gunw1250,Gunwinyguan,,,,gunw1250,,,,
puqu1242,Puquina,South America,-15.8992,-69.9611,puqu1242,puq,PE,,
else1239,Elseng,Papunesia,-3.00176,140.418,else1239,mrf,ID,,
daga1274,Dagan,,,,daga1274,,,,
ando1256,Andoque,South America,-0.53751,-72.0869,ando1256,ano,CO,,
suki1244,Suki-Gogodala,,,,suki1244,,,,
siou1252,Siouan,,,,siou1252,,,,
lule1238,Lule,South America,-25.221839,-61.887818,lule1238,ule,AR,,
chiq1253,Chiquitano,,,,chiq1253,,,,
indo1319,Indo-European,,,,indo1319,,,,
dogo1299,Dogon,,,,dogo1299,,,,
leco1242,Leco,South America,-15.0092,-67.8818,leco1242,lec,BO,,
kuot1243,Kuot,Papunesia,-3.06952,151.537,kuot1243,kto,PG,,
worr1236,Worrorran,,,,worr1236,,,,
doso1238,Doso-Turumsa,,,,doso1238,,,,
koia1260,Koiarian,,,,koia1260,,,,
afro1255,Afro-Asiatic,,,,afro1255,,,,
mair1253,Mairasic,,,,mair1253,,,,
west1493,West Bird's Head,,,,west1493,,,,
maba1274,Maban,,,,maba1274,,,,
cams1241,Camsá,South America,1.14537,-76.8931,cams1241,kbh,CO,,
mawe1251,Mawes,Papunesia,-2.36944,139.752,mawe1251,mgk,ID,,
huit1251,Huitotoan,,,,huit1251,,,,
elam1244,Elamite,Eurasia,31.1833,48.2333,elam1244,elx,IR,,
bord1247,Border,,,,bord1247,,,,
coah1252,Coahuilteco,North America,28.2589,-97.89,coah1252,xcw,US,,
skoo1245,Sko,,,,skoo1245,,,,
ticu1244,Ticuna-Yuri,,,,ticu1244,,,,
manu1261,Manubaran,,,,manu1261,,,,
guac1239,Guachi,South America,-19.5572257,-57.5663223,guac1239,,BR,,
kwer1242,Greater Kwerba,,,,kwer1242,,,,
mass1263,Massep,Papunesia,-1.74679,138.294,mass1263,mvs,ID,,
mero1237,Meroitic,Africa,16.9333,33.7333,mero1237,xmr,SD,,
koma1264,Koman,,,,koma1264,,,,
cuit1236,Cuitlatec,North America,18.1,-100.5,cuit1236,cuy,MX,,
aust1307,Austronesian,,,,aust1307,,,,
chin1490,Chinookan,,,,chin1490,,,,
kung1259,Kungarakany,Australia,-12.7,130.881,kung1259,ggk,AU,,
bilu1245,Bilua,Papunesia,-7.92388,156.663,bilu1245,blb,SB,,
cent2225,Central Sudanic,,,,cent2225,,,,
leng1261,Lengua-Mascoy,,,,leng1261,,,,
abin1243,Abinomn,Papunesia,-2.92281,138.891,abin1243,bsa,ID,,
mang1423,Mangarrayi-Maran,,,,mang1423,,,,
kara1497,Karami,Papunesia,-7.13333,143.117,kara1497,xar,PG,,
yuat1252,Yuat,,,,yuat1252,,,,
nubi1251,Nubian,,,,nubi1251,,,,
xinc1237,Xincan,,,,xinc1237,,,,
anim1240,Anim,,,,anim1240,,,,
siam1242,Siamou,Africa,10.998,-4.92143,siam1242,sif,BF;CI;ML,,
tsim1258,Tsimshian,,,,tsim1258,,,,
piaw1238,Piawi,,,,piaw1238,,,,
paez1247,Páez,South America,2.61516,-76.31254,paez1247,pbb,CO,,
mata1275,Matanawí,South America,-4.8509511,-58.988617,mata1275,,BR,,
kawe1237,Kawesqar,,,,kawe1237,,,,
fasu1242,Fasu,Papunesia,-6.62687,143.284,fasu1242,faa,PG,,
nort1442,North-Eastern Tasmanian,,,,nort1442,,,,
goil1242,Goilalan,,,,goil1242,,,,
araw1282,Arawan,,,,araw1282,,,,
cofa1242,Cofán,South America,0.276675,-77.0643,cofa1242,con,CO;EC,,
guah1252,Guahiboan,,,,guah1252,,,,
east2374,Eastern Daly,,,,east2374,,,,
dizo1235,Dizoid,,,,dizo1235,,,,
marr1257,Marrku-Wurrugu,,,,marr1257,,,,
sali1253,Salinan,North America,37.6646,-121.718,sali1253,sln,US,,
cayu1262,Cayubaba,South America,-13.2482,-65.4822,cayu1262,cyb,BO,,
east2433,East Strickland,,,,east2433,,,,
nyim1244,Nyimang,,,,nyim1244,,,,
zuni1245,Zuni,North America,35.0056,-108.782,zuni1245,zun,US,,
ayma1253,Aymaran,,,,ayma1253,,,,
kusu1250,Kusunda,Eurasia,28.33,82.6,kusu1250,kgg,NP,,
nort1547,Northern Daly,,,,nort1547,,,,
otii1244,Oti,South America,-24.3153231,-50.5580261,otii1244,oti,BR,,
daju1249,Dajuic,,,,daju1249,,,,
klam1254,Klamath-Modoc,North America,42.5861,-121.704,klam1254,kla,US,,
mure1235,Mure,South America,-13.636709,-62.2020909,mure1235,,BO,,
taus1253,Taushiro,South America,-3.22497,-75.5603,taus1253,trr,PE,,
oyst1235,Oyster Bay-Big River-Little Swanport,Australia,-42.307378,147.50061,oyst1235,,AU,,
misu1242,Misumalpan,,,,misu1242,,,,
dibi1240,Dibiyaso,Papunesia,-7.82096,142.779,dibi1240,dby,PG,,
adai1235,Adai,North America,31.6314,-92.0059,adai1235,xad,US,,
east1459,East Bird's Head,,,,east1459,,,,
momb1255,Mombum-Koneraw,,,,momb1255,,,,
dama1272,Damal,Papunesia,-4.17345,137.496,dama1272,uhn,ID,,
pomo1273,Pomoan,,,,pomo1273,,,,
tura1263,Turama-Kikori,,,,tura1263,,,,
atha1245,Athabaskan-Eyak-Tlingit,,,,atha1245,,,,
miwo1274,Miwok-Costanoan,,,,miwo1274,,,,
anem1249,Anem,Papunesia,-5.54836,148.993,anem1249,anz,PG,,
arau1255,Araucanian,,,,arau1255,,,,
yuch1247,Yuchi,North America,35.75,-86.75,yuch1247,yuc,US,,
guam1236,Guamo,South America,8.2351027,-67.4018753,guam1236,,VE,,
duna1248,Duna,Papunesia,-5.41439,142.475,duna1248,duc,PG,,
rash1249,Rashad,,,,rash1249,,,,
sech1236,Sechuran,South America,-5.568969,-80.828247,sech1236,,PE,,
chon1248,Chono,South America,-44.298692,-73.879395,chon1248,,CL,,
xuku1239,Xukurú,South America,-8.6606156,-37.0869089,xuku1239,xoo,BR,,
yele1255,Yele,Papunesia,-11.3796,154.127,yele1255,yle,PG,,
pama1250,Pama-Nyungan,,,,pama1250,,,,
fura1235,Furan,,,,fura1235,,,,
spee1234,Speech Register,,,,spee1234,,,,
toto1251,Totonacan,,,,toto1251,,,,
guri1248,Guriaso,Papunesia,-3.5718,141.597,guri1248,grx,PG,,
haid1248,Haida,North America,,,haid1248,hai,CA,,
yang1287,Yangmanic,,,,yang1287,,,,
paya1236,Payagua,South America,-20.212233,-58.158622,paya1236,,PY,,
bula1259,Bulaka River,,,,bula1259,,,,
cull1235,Culli,South America,-7.878618,-78.116456,cull1235,,PE,,
taia1239,Taiap,Papunesia,-4.05047,144.506,taia1239,gpn,PG,,
araf1243,Arafundi,,,,araf1243,arf,,,
naml1239,Namla-Tofanma,,,,naml1239,,,,
quec1387,Quechuan,,,,quec1387,,,,
kuli1252,Kuliak,,,,kuli1252,,,,
lara1258,Laragia,Australia,-12.4111,130.922,lara1258,lrg,AU,,
sali1255,Salishan,,,,sali1255,,,,
vile1241,Vilela,South America,-27.4063,-58.9661,vile1241,vil,AR,,
cand1248,Candoshi-Shapra,South America,-4.23835,-76.9347,cand1248,cbu,PE,,
kama1371,Kamakanan,,,,kama1371,,,,
kolp1236,Kol (Papua New Guinea),Papunesia,-5.21042,151.583,kolp1236,kol,PG,,
drav1251,Dravidian,,,,drav1251,,,,
basq1248,Basque,Eurasia,43.2787,-1.31622,basq1248,eus,FR;ES,,
mimi1240,Mimi-Gaudefroy,Africa,13.827507,21.11324,mimi1240,,TD,,
coto1248,Cotoname,North America,25.9116,-97.3956,coto1248,xcn,MX,,
kari1254,Kariri,South America,-7.434628,-40.487275,kari1254,,BR,,
more1255,Yam,,,,more1255,,,,
japo1237,Japonic,,,,japo1237,,,,
mara1266,Maratino,North America,24.339089,-98.576661,mara1266,,MX,,
ural1272,Uralic,,,,ural1272,,,,
buru1296,Burushaski,Eurasia,36.2161,74.8236,buru1296,bsk,IN;PK,,
tupi1275,Tupian,,,,tupi1275,,,,
aika1237,Aikanã,South America,-12.6695,-60.5353,aika1237,tba,BR,,
kamu1264,Kamula-Elevala,,,,kamu1264,,,,
limi1242,Limilngan-Wulna,,,,limi1242,,,,
saus1247,Sause,Papunesia,-3.16632,139.627,saus1247,sao,ID,,
heib1242,Heibanic,,,,heib1242,,,,
khoe1240,Khoe-Kwadi,,,,khoe1240,,,,
kibi1239,Kibiri,Papunesia,-7.45276,144.296,kibi1239,prm,PG,,
cari1283,Cariban,,,,cari1283,,,,
maku1246,Máku,South America,3.969231,-64.235892,maku1246,xak,BR,,
musk1252,Muskogean,,,,musk1252,,,,
jodi1234,Jodi-Saliban,,,,jodi1234,,,,
hara1260,Harakmbut,,,,hara1260,,,,
hibi1242,Hibito-Cholon,,,,hibi1242,,,,
garr1260,Garrwan,Australia,,,garr1260,gbc,AU,,
papi1255,Papi,Papunesia,-4.4725,142.011,papi1255,ppe,PG,,
mail1249,Mailuan,,,,mail1249,,,,
soma1242,Somahai,,,,soma1242,,,,
sout2948,South Bougainville,,,,sout2948,,,,
mixe1287,Mixed Language,,,,mixe1287,,,,
waka1280,Wakashan,,,,waka1280,,,,
tamb1257,Tambora,Papunesia,-8.25,118.0,tamb1257,xxt,ID,,
yuka1259,Yukaghir,,,,yuka1259,,,,
tini1245,Tinigua,South America,2.716,-73.768,tini1245,tit,CO,,
touo1238,Touo,Papunesia,-8.58405,157.296,touo1238,tqu,SB,,
kolo1268,Kolopom,,,,kolo1268,,,,
algi1248,Algic,,,,algi1248,,,,
wara1303,Warao,South America,7.50851,-59.3528,wara1303,wba,GY;SR;VE,,
trum1247,Trumai,South America,-11.8119,-53.5717,trum1247,tpy,BR,,
fuln1247,Fulniô,South America,-9.02591,-37.1402,fuln1247,fun,BR,,
mata1289,Matacoan,,,,mata1289,,,,
sepi1257,Sepik,,,,sepi1257,,,,
book1242,Bookkeeping,,,,book1242,,,,
sape1238,Sapé,South America,4.0735661,-62.9666521,sape1238,spc,VE,,
sino1245,Sino-Tibetan,,,,sino1245,,,,
guai1237,Guaicurian,North America,24.1666666667,-110.3,guai1237,,MX,,
yare1250,Yareban,,,,yare1250,,,,
jiva1245,Chicham,,,,jiva1245,,,,
pura1257,Purari,Papunesia,-7.59133,145.036,pura1257,iar,PG,,
narr1279,Narrow Talodi,,,,narr1279,,,,
lake1255,Lakes Plain,,,,lake1255,,,,
araw1281,Arawakan,,,,araw1281,,,,
char1238,Charruan,,,,char1238,,,,
sout1516,South Bird's Head Family,,,,sout1516,,,,
mose1249,Mosetén-Chimané,South America,-14.64448,-67.83756,mose1249,cas,BO,,
west2434,Western Daly,,,,west2434,,,,
sius1254,Siuslaw,North America,42.5111,-124.379,sius1254,sis,US,,
wali1264,Walioic,,,,wali1264,,,,
maib1239,Maybrat-Karon,Papunesia,-1.3679,132.591,maib1239,ayz,ID,,
guat1253,Guató,South America,-17.8696,-57.2897,guat1253,gta,BR,,
kaki1249,Kaki Ae,Papunesia,-7.9946,145.816,kaki1249,tbd,PG,,
shab1252,Shabo,Africa,7.64407,35.223,shab1252,sbf,ET,,
anda1286,Andaqui,South America,2.74999,-76.0,anda1286,ana,CO,,
tuni1252,Tunica,North America,30.9888,-92.5403,tuni1252,tun,US,,
sulk1246,Sulka,Papunesia,-5.03471,151.891,sulk1246,sua,PG,,
taul1250,Taulil-Butam,,,,taul1250,,,,
savo1255,Savosavo,Papunesia,-9.12853,159.814,savo1255,svs,SB,,
bert1248,Berta,Africa,10.6474,34.7042,bert1248,wti,ET;SD,,
tuca1253,Tucanoan,,,,tuca1253,,,,
uruc1242,Uru-Chipaya,,,,uruc1242,,,,
sume1241,Sumerian,Eurasia,31.3,45.6667,sume1241,sux,IQ,,
sout2772,Southern Daly,,,,sout2772,,,,
beto1236,Betoi-Jirara,South America,7.223906,-71.420238,beto1236,,VE,,
nort2933,North Bougainville,,,,nort2933,,,,
tara1323,Tarascan,,,,tara1323,,,,
ijoi1239,Ijoid,,,,ijoi1239,,,,
bora1262,Boran,,,,bora1262,,,,
barb1265,Barbacoan,,,,barb1265,,,,
shom1245,Shom Peng,Eurasia,7.02099,93.8064,shom1245,sii,IN,,
bayo1259,Bayono-Awbono,,,,bayo1259,,,,
nimb1257,Nimboranic,,,,nimb1257,,,,
timo1237,Timote-Cuica,South America,8.848165,-70.975342,timo1237,,VE,,
nduu1242,Ndu,,,,nduu1242,,,,
kara1289,Karankawa,North America,28.9082,-96.4856,kara1289,zkk,US,,
puin1248,Puinave,South America,3.92974,-67.6886,puin1248,pui,CO;VE,,
arut1244,Arutani,South America,4.0673594,-62.8676118,arut1244,atx,BR;VE,,
cahu1265,Cahuapanan,,,,cahu1265,,,,
nucl1580,Eleman,,,,nucl1580,,,,
buna1274,Bunaban,,,,buna1274,,,,
mand1469,Mande,,,,mand1469,,,,
huar1251,Huarpean,,,,huar1251,,,,
nucl1710,Nuclear-Macro-Je,,,,nucl1710,,,,
anga1289,Angan,,,,anga1289,,,,
wint1258,Wintuan,,,,wint1258,,,,
hatt1246,Hattic,Eurasia,33.9833,40.3333,hatt1246,xht,IQ,,
abis1238,Aewa,South America,-1.284096,-75.084405,abis1238,ash,PE,,
wash1253,Washo,North America,38.8184,-119.64,wash1253,was,US,,
sena1264,Senagi,,,,sena1264,,,,
east2499,East Kutubu,,,,east2499,,,,
mixe1284,Mixe-Zoque,,,,mixe1284,,,,
timu1245,Timucua,North America,30.3027,-82.3132,timu1245,tjm,US,,
laal1242,Laal,Africa,10.0063,17.6143,laal1242,gdm,TD,,
saha1256,Saharan,,,,saha1256,,,,
mani1293,Maningrida,,,,mani1293,,,,
iwai1246,Iwaidjan Proper,,,,iwai1246,,,,
kapo1250,Kapori,Papunesia,-3.52696,139.766,kapo1250,khp,ID,,
east2503,Eastern Trans-Fly,,,,east2503,,,,
wiru1244,Wiru,Papunesia,-6.35863,144.214,wiru1244,wiu,PG,,
gule1241,Gule,Africa,11.8336,33.6929,gule1241,gly,SD,,
abkh1242,Abkhaz-Adyge,,,,abkh1242,,,,
tung1282,Tungusic,,,,tung1282,,,,
pala1350,Palaihnihan,,,,pala1350,,,,
peba1241,Peba-Yagua,,,,peba1241,,,,
kunz1244,Kunza,South America,-23.0,-69.0,kunz1244,kuz,CL,,
pano1259,Pano-Tacanan,,,,pano1259,,,,
uncl1493,Unclassifiable,,,,uncl1493,,,,
yuru1243,Yurumanguí,South America,3.436864,-76.522636,yuru1243,,CO,,
tabo1241,Tabo,Papunesia,-8.09387,143.305,tabo1241,knv,PG,,
tana1288,Tanahmerah,Papunesia,-2.5523,133.18,tana1288,tcm,ID,,
baib1250,Baibai-Fas,,,,baib1250,,,,
timo1261,Timor-Alor-Pantar,,,,timo1261,,,,
kute1249,Kutenai,North America,48.7892,-115.065,kute1249,kut,CA;US,,
pira1253,Pirahã,South America,-6.77713,-61.8167,pira1253,myp,BR,,
tequ1244,Tequistlatecan,,,,tequ1244,,,,
mato1253,Mato Grosso Arára,South America,-9.172609,-60.628867,mato1253,axg,BR,,
kiow1265,Kiowa-Tanoan,,,,kiow1265,,,,
esse1238,Esselen,North America,36.5473,-121.867,esse1238,esq,US,,
atak1252,Atakapa,North America,30.9121,-93.0827,atak1252,aqp,US,,
kxaa1236,Kxa,,,,kxaa1236,,,,
nilo1247,Nilotic,,,,nilo1247,,,,
demm1245,Dem,Papunesia,-3.72183,137.632,demm1245,dem,ID,,
pidg1258,Pidgin,,,,pidg1258,,,,
nucl1708,Nuclear Torricelli,,,,nucl1708,,,,
mirn1241,Mirndi,,,,mirn1241,,,,
cent2045,Jalaa,Africa,9.59433,11.5853,cent2045,cet,NG,,
kuna1268,Kunama,Africa,14.5879,37.5292,kuna1268,kun,ER;ET;SD,,
kond1303,Yaben (Konda),Papunesia,-1.82635,132.06,kond1303,knd,ID,kond1302,
yaha1248,Yahadian,Papunesia,-1.94317,132.096,yaha1248,ner,ID,kond1302,
mong1329,Mongolic,,,,mong1329,,,mong1349,
kita1247,Kitan,Eurasia,44.3773,115.986,kita1247,zkt,CN,mong1349,
mogh1245,Mogholi,Eurasia,34.2504,62.2802,mogh1245,mhj,AF,mong1349,
oira1260,Eastern Mongolic,,,,oira1260,,,mong1349,
daur1238,Dagur,Eurasia,48.0,124.0,daur1238,dta,CN;KZ;MN,mong1349,
midd1351,Middle Mongol,Eurasia,48.2,110.006,midd1351,xng,MN,mong1349,
sout2705,Southern Periphery Mongolic,,,,sout2705,,,mong1349,
kund1252,Kundur,Eurasia,,,kund1252,,,mong1349,mogh1245
kare1336,Karez-I-Mulla,Eurasia,,,kare1336,,,mong1349,mogh1245
kham1281,Khamnigan Mongol,Eurasia,49.0,117.0,kham1281,,CN,mong1349,
khal1273,Khalkha-Buriat,,,,khal1273,,,mong1349,
mank1257,Mankovo Khamnigan Mongol,Eurasia,,,mank1257,,,mong1349,kham1281
urul1234,Urulga Khamnigan Mongol,Eurasia,,,urul1234,,,mong1349,kham1281
buri1258,Buriat,Eurasia,,,buri1258,bua,RU,mong1349,
mong1331,Mongolian,Eurasia,,,mong1331,mon,MN,mong1349,
