ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Countries,Family_ID,Language_ID
baga1275,Pukur,Africa,10.5271,-14.6111,baga1275,bcg,GN,atla1278,
nalu1240,Nalu,Africa,11.0397,-14.8188,nalu1240,naj,GN;GW,atla1278,
mbul1258,Mbulungish,Africa,10.8553,-14.7372,mbul1258,mbv,GN,atla1278,
baga1276,Baga Mboteni,Africa,12.27246,-12.07358,baga1276,bgm,GN,atla1278,baga1275
baga1279,Baga Binari,Africa,,,baga1279,,,atla1278,baga1275
palo1244,Palor-Ndut,,,,palo1244,,,atla1278,
saaf1239,Saafi-Noon-Lehar,,,,saaf1239,,,atla1278,
palo1243,Palor,Africa,14.8628,-16.9557,palo1243,fap,SN,atla1278,
ndut1239,Ndut,Africa,14.925,-16.9811,ndut1239,ndv,SN,atla1278,
saaf1238,Saafi-Saafi,Africa,14.625,-17.0568,saaf1238,sav,SN,atla1278,
noon1244,Noon-Lehar,,,,noon1244,,,atla1278,
diob1238,Diobass,Africa,,,diob1238,,,atla1278,saaf1238
hasa1247,Hasab,Africa,,,hasa1247,,,atla1278,saaf1238
sebi1238,Sebikotane,Africa,,,sebi1238,,,atla1278,saaf1238
sind1276,Sindia,Africa,,,sind1276,,,atla1278,saaf1238
bouk1238,Boukhou,Africa,,,bouk1238,,,atla1278,saaf1238
leha1242,Lehar,Africa,14.9387,-16.8816,leha1242,cae,SN,atla1278,
noon1242,Noon,Africa,14.792,-16.9205,noon1242,snf,SN,atla1278,
saaw1241,Saawii,Africa,,,saaw1241,,,atla1278,noon1242
pade1238,Padee,Africa,,,pade1238,,,atla1278,noon1242
cang1246,Cangin-Noon,Africa,,,cang1246,,,atla1278,noon1242
east2703,Nyun,,,,east2703,,,atla1278,
wolo1247,Wolofic,,,,wolo1247,,,atla1278,
kobi1240,Buy,,,,kobi1240,,,atla1278,
bain1264,Bainounk,,,,bain1264,,,atla1278,
kobi1241,Kobiana,Africa,13.5269,-14.4527,kobi1241,kcj,GW;SN,atla1278,
kasa1248,Kasanga,Africa,12.4173,-15.9413,kasa1248,ccj,GW;SN,atla1278,
bain1259,Bainounk-Gujaher,Africa,12.3128,-16.0586,bain1259,bab,GW,atla1278,
gube1234,Gubeeher-Gufangor-Gubelor,Africa,12.56,-17.19,gube1234,,NG,atla1278,
bain1261,Bainouk-Gunyaamolo-Gutobor,Africa,12.8672,-16.229,bain1261,bcz,GM;GW;SN,atla1278,
nort3247,Northeast Bainounk,Africa,13.213,-15.835,nort3247,,NG,atla1278,
guny1242,Gunyamoolo,Africa,,,guny1242,,,atla1278,bain1261
guja1254,Gujaaxet,Africa,,,guja1254,,,atla1278,bain1261
nucl1347,Wolof,Africa,15.2534,-15.383,nucl1347,wol,GM;GW;ML;MR;SN,atla1278,
lebu1234,Lebu Wolof,Africa,14.7456291324,-17.490288,lebu1234,,SN,atla1278,
gamb1252,Gambian Wolof,Africa,13.5337,-16.1544,gamb1252,wof,GM;SN,atla1278,
lebo1243,Lebou,Africa,,,lebo1243,,,atla1278,nucl1347
dyol1239,Dyolof,Africa,,,dyol1239,,,atla1278,nucl1347
baol1238,Baol,Africa,,,baol1238,,,atla1278,nucl1347
ndya1238,Ndyanger,Africa,,,ndya1238,,,atla1278,nucl1347
cayo1238,Cayor,Africa,,,cayo1238,,,atla1278,nucl1347
jand1247,Jander,Africa,,,jand1247,,,atla1278,nucl1347
bass1263,Bassari-Bedik-Bapen,,,,bass1263,,,atla1278,
wame1240,Wamey,Africa,12.5421,-13.177,wame1240,cou,GN;SN,atla1278,
bedi1237,Bedik-Bapen,,,,bedi1237,,,atla1278,
bass1258,Bassari-Tanda,Africa,12.4529,-13.3495,bass1258,bsc,GN;GW;SN,atla1278,
bedi1235,Bedik,Africa,12.7531,-12.4796,bedi1235,tnr,SN,atla1278,
bape1239,Bapen,Africa,12.13,-12.79,bape1239,,SN,atla1278,
nyol1239,Nyolo,Africa,,,nyol1239,,,atla1278,bedi1235
biwo1234,Biwol,Africa,,,biwo1234,,,atla1278,bedi1235
bana1309,Banapas,Africa,,,bana1309,,,atla1278,bedi1235
anee1234,Ane,Africa,,,anee1234,,,atla1278,bass1258
kedd1234,Ked,Africa,,,kedd1234,,,atla1278,bass1258
boin1238,Boin,Africa,,,boin1238,,,atla1278,bass1258
oxal1234,Oxalac,Africa,,,oxal1234,,,atla1278,bass1258
sere1260,Sereer,Africa,13.8941,-16.3916,sere1260,srr,GM;SN,atla1278,
fula1264,Fula,Africa,,,fula1264,ful,SN,atla1278,
sine1238,Sine,Africa,,,sine1238,,,atla1278,sere1260
fady1238,Fadyut-Palmerin,Africa,,,fady1238,,,atla1278,sere1260
dyeg1238,Dyegueme,Africa,,,dyeg1238,,,atla1278,sere1260
niom1238,Niominka,Africa,,,niom1238,,,atla1278,sere1260
segu1238,Segum,Africa,,,segu1238,,,atla1278,sere1260
maas1239,Maasina Fulfulde,Africa,11.1324,-3.64763,maas1239,ffm,BF;CI;GH;ML;MR;NE,atla1278,
west2454,Western Niger Fulfulde,Africa,14.2471,-0.52004,west2454,fuh,BJ;BF;ML;NE;NG,atla1278,
fula1265,Eastern Fula,,,,fula1265,,,atla1278,
pula1263,Pulaar,Africa,13.8694,-13.4482,pula1263,fuc,GM;GN;GW;ML;MR;SN,atla1278,
borg1235,Borgu Fulfulde,Africa,9.801,3.988,borg1235,fue,BJ;NG,atla1278,
pula1262,Pular,Africa,12.1826,-12.7338,pula1262,fuf,GN;GW;ML;SN;SL,atla1278,
west2453,Western Macina,Africa,,,west2453,,,atla1278,maas1239
east2389,Eastern Macina,Africa,,,east2389,,,atla1278,maas1239
gour1242,Gourmantche,Africa,,,gour1242,,,atla1278,west2454
dall1239,Dallol,Africa,,,dall1239,,,atla1278,west2454
lipt1238,Liptaakoore,Africa,,,lipt1238,,,atla1278,west2454
boga1246,Bogandé,Africa,,,boga1246,,,atla1278,west2454
soko1247,Sokoto,Africa,,,soko1247,,,atla1278,west2454
jelg1238,Jelgoore,Africa,,,jelg1238,,,atla1278,west2454
bark1244,Barkoundouba,Africa,,,bark1244,,,atla1278,west2454
fada1249,Fada Ngurma,Africa,,,fada1249,,,atla1278,west2454
seeb1238,Seeba-Yaga,Africa,,,seeb1238,,,atla1278,west2454
ouhi1238,Ouhiguyua,Africa,,,ouhi1238,,,atla1278,west2454
bara1358,Barani,Africa,,,bara1358,,,atla1278,west2454
biti1244,Bitinkoore,Africa,,,biti1244,,,atla1278,west2454
cent2018,Central-Eastern Niger Fulfulde,Africa,15.0907,8.43261,cent2018,fuq,TD;ML;NE;NG,atla1278,
nige1253,Hausa States Fulfulde,Africa,10.9972,11.1188,nige1253,fuv,CM;TD;NG,atla1278,
adam1260,Adamawa-Bagirmi Fulfulde,,,,adam1260,,,atla1278,
woda1240,Wodaabe,Africa,,,woda1240,,,atla1278,cent2018
leet1234,Leetugal Niger Fulfulde,Africa,,,leet1234,,,atla1278,cent2018
bauc1239,Bauchi Fulfulde,Africa,,,bauc1239,,,atla1278,nige1253
kano1242,Kano-Katsina,Africa,,,kano1242,,,atla1278,nige1253
gomb1248,Gombe,Africa,,,gomb1248,,,atla1278,nige1253
boro1274,Bororo of Kano and Zaria,Africa,,,boro1274,,,atla1278,nige1253
zari1243,Zaria Fulfulde,Africa,,,zari1243,,,atla1278,nige1253
adam1253,Adamawa Fulfulde,Africa,8.140326,13.077338,adam1253,fub,CM;TD;ER;ET;NG;SD,atla1278,
bagi1244,Bagirmi Fulfulde,Africa,8.81656,18.3467,bagi1244,fui,CF;TD,atla1278,
ngao1243,Ngaondéré,Africa,,,ngao1243,,,atla1278,adam1253
maro1243,Maroua Fulfulde,Africa,,,maro1243,,,atla1278,adam1253
bilk1238,Bilkire Fulani,Africa,,,bilk1238,,,atla1278,adam1253
kamb1295,Kambariire,Africa,,,kamb1295,,,atla1278,adam1253
garo1248,Garoua,Africa,,,garo1248,,,atla1278,adam1253
noma1259,Nomadic Fulfulde,Africa,,,noma1259,,,atla1278,adam1253
touc1238,Toucouleur,Africa,,,touc1238,,,atla1278,pula1263
fula1268,Fulacunda,Africa,,,fula1268,,,atla1278,pula1263
djou1238,Djougoure,Africa,,,djou1238,,,atla1278,borg1235
kora1290,Korakuure,Africa,,,kora1290,,,atla1278,borg1235
atak1250,Atakora Fulfulde,Africa,,,atak1250,,,atla1278,borg1235
baku1260,Bakuure,Africa,,,baku1260,,,atla1278,borg1235
tcha1240,Tchabankeere,Africa,,,tcha1240,,,atla1278,borg1235
kebu1245,Kebu Fula,Africa,,,kebu1245,,,atla1278,pula1262
krio1246,Krio Fula,Africa,,,krio1246,,,atla1278,pula1262
fula1267,Fula Peta,Africa,,,fula1267,,,atla1278,pula1262
biaf1240,Biafada,Africa,11.467,-15.1347,biaf1240,bif,GW,atla1278,
bady1239,Jaad-Badyara,Africa,12.6425,-13.4759,bady1239,pbp,GN;GW;SN,atla1278,
bijo1239,Bijogo,,,,bijo1239,,,atla1278,
bakk1238,Bak,,,,bakk1238,,,atla1278,
bidy1244,Kanyaki-Kagbaaga-Kajoko Bidyogo,Africa,11.1097,-16.1497,bidy1244,bjg,GW,atla1278,
kamo1256,Kamona Bijogo,Africa,11.525,-16.29,kamo1256,,GW,atla1278,
kagb1241,Kagbaaga,Africa,,,kagb1241,,,atla1278,bidy1244
kamo1253,Kamona,Africa,,,kamo1253,,,atla1278,bidy1244
kajo1240,Kajoko,Africa,,,kajo1240,,,atla1278,bidy1244
anha1238,Anhaqui,Africa,,,anha1238,,,atla1278,bidy1244
jool1234,Joola-Manjaku,,,,jool1234,,,atla1278,
bala1300,Balanta,,,,bala1300,,,atla1278,
manj1250,Manjaku-Mankanya-Pepel,,,,manj1250,,,atla1278,
jola1264,Jola,,,,jola1264,,,atla1278,
mank1251,Mankanya,Africa,12.2615066667,-15.74389,mank1251,knf,GW;SN,atla1278,
curb1234,Cur-Bok-Cotier,,,,curb1234,,,atla1278,
bura1268,Burama,Africa,,,bura1268,,,atla1278,mank1251
shad1238,Shadal,Africa,,,shad1238,,,atla1278,mank1251
mand1419,Mandjak,Africa,12.829,-15.9217,mand1419,mfv,GM;GW;SN,atla1278,
pape1239,Papel,Africa,11.8977,-15.8388,pape1239,pbo,GW;SN,atla1278,
tsaa1241,Tsaamo,Africa,,,tsaa1241,,,atla1278,mand1419
like1238,Likes-Utsia,Africa,,,like1238,,,atla1278,mand1419
lund1264,Lund,Africa,,,lund1264,,,atla1278,mand1419
teix1238,Teixeira Pinto,Africa,,,teix1238,,,atla1278,mand1419
yuuu1238,Yu,Africa,,,yuuu1238,,,atla1278,mand1419
bokk1238,Bok,Africa,,,bokk1238,,,atla1278,mand1419
sara1315,Sarar,Africa,,,sara1315,,,atla1278,mand1419
curr1242,Cur,Africa,,,curr1242,,,atla1278,mand1419
fhjo1234,FH-Jola,,,,fhjo1234,,,atla1278,
jola1263,Jola-Fonyi,Africa,12.75752,-15.7354766667,jola1263,dyo,GM;GW;SN,atla1278,
gusi1245,Gusilay-Bandial,,,,gusi1245,,,atla1278,
bayo1262,Bayot,,,,bayo1262,,,atla1278,
pfjo1234,PF-Jola,,,,pfjo1234,,,atla1278,
jola1262,Jola-Esulalu,Africa,12.5089,-16.5539,jola1262,csk,GM;GW;SN,atla1278,
kwat1245,Kwatay-Karon-Mlomp,,,,kwat1245,,,atla1278,
here1250,Her-Ejamat,,,,here1250,,,atla1278,
karo1293,Karon-Mlomp,,,,karo1293,,,atla1278,
kuwa1246,Kuwaataay,Africa,12.48255,-16.74835,kuwa1246,cwt,SN,atla1278,
mlom1238,Mlomp,Africa,12.8318,-16.5383,mlom1238,mlo,SN,atla1278,
karo1294,Karon,Africa,12.9918,-16.7382,karo1294,krx,GM;SN,atla1278,
kera1248,Keerak,Africa,12.3652,-16.6857,kera1248,hhr,GW;SN,atla1278,
ejam1238,Ejamat,Africa,12.3355,-16.515,ejam1238,eja,GW;SN,atla1278,
hulu1244,Huluf,Africa,,,hulu1244,,,atla1278,jola1262
esul1240,Esulalu,Africa,,,esul1240,,,atla1278,jola1262
sele1248,Selek,Africa,,,sele1248,,,atla1278,jola1262
ayun1238,Ayun,Africa,,,ayun1238,,,atla1278,jola1262
fluv1238,Fluvial,Africa,,,fluv1238,,,atla1278,jola1262
blis1238,Bliss,Africa,,,blis1238,,,atla1278,jola1262
nara1261,Narang,Africa,,,nara1261,,,atla1278,jola1263
komb1268,Kombo,Africa,,,komb1268,,,atla1278,jola1263
fony1238,Fonyi,Africa,,,fony1238,,,atla1278,jola1263
kalo1258,Kalounaye,Africa,,,kalo1258,,,atla1278,jola1263
bulu1250,Buluf,Africa,,,bulu1250,,,atla1278,jola1263
gusi1246,Gusilay,Africa,12.7761,-16.5026,gusi1246,gsl,SN,atla1278,
band1340,Bandial,Africa,12.5258,-16.4245,band1340,bqj,SN,atla1278,
affi1239,Affiniam,Africa,,,affi1239,,,atla1278,band1340
nucl1346,Nuclear Bandial,Africa,,,nucl1346,,,atla1278,band1340
elun1241,Elun,Africa,,,elun1241,,,atla1278,band1340
bayo1255,Kugere-Kuxinge,Africa,12.6881,-16.3947,bayo1255,bda,GM;GW;SN,atla1278,
aram1260,Arame-Gubaare,Africa,12.299274,-16.373202,aram1260,,GW,atla1278,
essi1238,Essin,Africa,,,essi1238,,,atla1278,bayo1255
kuge1239,Kugere,Africa,,,kuge1239,,,atla1278,bayo1255
guba1248,Gubaare,Africa,,,guba1248,,,atla1278,aram1260
edam1234,Edamme,Africa,,,edam1234,,,atla1278,aram1260
bala1302,Balanta-Ganja,Africa,12.5382,-15.6658,bala1302,bjt,GW;SN,atla1278,
bala1301,Balanta-Kentohe,Africa,11.8203,-15.3221,bala1301,ble,GW,atla1278,
fjaa1238,Fjaalib,Africa,,,fjaa1238,,,atla1278,bala1302
fgan1238,Fganja,Africa,,,fgan1238,,,atla1278,bala1302
kant1248,Kantohe,Africa,,,kant1248,,,atla1278,bala1301
fora1244,Fora,Africa,,,fora1244,,,atla1278,bala1301
naga1400,Naga (Balanta),Africa,,,naga1400,,,atla1278,bala1301
mane1239,Mane,Africa,,,mane1239,,,atla1278,bala1301
bull1245,Southern Mel,,,,bull1245,,,atla1278,
temn1245,Northern Mel,,,,temn1245,,,atla1278,
bull1246,Bullom,,,,bull1246,,,atla1278,
kiss1245,Kissi,,,,kiss1245,,,atla1278,
sher1258,Sherbro,Africa,7.77585,-12.7405,sher1258,bun,SL,atla1278,
nort3167,Northern Bullom,,,,nort3167,,,atla1278,
peni1239,Peninsula Sherbro,Africa,,,peni1239,,,atla1278,sher1258
ndem1247,Ndema Sherbro,Africa,,,ndem1247,,,atla1278,sher1258
siti1240,Sitia Sherbro,Africa,,,siti1240,,,atla1278,sher1258
shen1249,Shenge Sherbro,Africa,,,shen1249,,,atla1278,sher1258
bomk1234,Bom-Kim,Africa,9.27518,-11.59696,bomk1234,bmf,SL,atla1278,
bull1247,Bullom So,Africa,9.0,-13.16,bull1247,buy,GN;SL,atla1278,
krim1238,Krim,Africa,7.24116,-11.8393,krim1238,krm,SL,atla1278,bomk1234
bomm1240,Bom,Africa,9.27518,-11.597,bomm1240,,SL,atla1278,bomk1234
kafu1238,Kafu,Africa,,,kafu1238,,,atla1278,bull1247
mman1238,Mmani,Africa,,,mman1238,,,atla1278,bull1247
nort2765,Northern Kissi,Africa,8.7283,-10.4063,nort2765,kqs,GN;LR;SL,atla1278,
sout2778,Southern Kisi,Africa,8.32448,-10.3377,sout2778,kss,GN;LR;SL,atla1278,
liar1238,Liaro,Africa,,,liar1238,,,atla1278,nort2765
teng1263,Teng,Africa,,,teng1263,,,atla1278,nort2765
kama1356,Kama,Africa,,,kama1356,,,atla1278,nort2765
tung1284,Tung,Africa,,,tung1284,,,atla1278,nort2765
luan1258,Luangkori,Africa,,,luan1258,,,atla1278,sout2778
warn1243,Warn,Africa,,,warn1243,,,atla1278,sout2778
teng1264,Tengia,Africa,,,teng1264,,,atla1278,sout2778
land1256,Landoma,Africa,10.8753,-14.0895,land1256,ldm,GN,atla1278,
baga1273,Baga Koga,Africa,10.1286,-13.947,baga1273,bgo,GN,atla1278,
baga1272,Baga Sitemu,Africa,10.4793,-14.4756,baga1272,bsp,GN,atla1278,
baga1270,Baga Manduri,Africa,10.76747,-14.60521,baga1270,bmd,GN,atla1278,
timn1235,Timne,Africa,8.90294,-12.3331,timn1235,tem,GN;SL,atla1278,
tiap1238,Tiapi,Africa,,,tiap1238,,,atla1278,land1256
mara1388,Marara,Africa,,,mara1388,,,atla1278,baga1272
yoni1238,Yoni,Africa,,,yoni1238,,,atla1278,timn1235
masi1263,Masingbi,Africa,,,masi1263,,,atla1278,timn1235
koni1257,Konike,Africa,,,koni1257,,,atla1278,timn1235
mala1470,Malal,Africa,,,mala1470,,,atla1278,timn1235
koya1252,Koya (Sierra Leone),Africa,,,koya1252,,,atla1278,timn1235
bomb1258,Bombali,Africa,,,bomb1258,,,atla1278,timn1235
ribi1242,Ribia,Africa,,,ribi1242,,,atla1278,timn1235
west2452,Western Temne,Africa,,,west2452,,,atla1278,timn1235
khol1238,Kholifa,Africa,,,khol1238,,,atla1278,timn1235
sand1271,Sanda (Loko),Africa,,,sand1271,,,atla1278,timn1235
bant1282,Banta,Africa,,,bant1282,,,atla1278,timn1235
east2387,East Limba,Africa,9.71107,-11.7496,east2387,lma,GN;SL,atla1278,
west2450,West-Central Limba,Africa,9.52392,-12.3138,west2450,lia,SL,atla1278,
sout2776,Southern Limba,Africa,,,sout2776,,,atla1278,east2387
nort2763,Northern Limba,Africa,,,nort2763,,,atla1278,east2387
cent2017,Central,Africa,,,cent2017,,,atla1278,west2450
west2451,Western Limba,Africa,,,west2451,,,atla1278,west2450
egaa1242,Ega,Africa,5.56081,-5.41732,egaa1242,ega,CI,atla1278,
krua1234,Kru,,,,krua1234,,,atla1278,
nort3149,North Volta-Congo,,,,nort3149,,,atla1278,
benu1247,Benue-Congo,,,,benu1247,,,atla1278,
kwav1236,Kwa Volta-Congo,,,,kwav1236,,,atla1278,
unun9902,Unclassified Volta-Congo,,,,unun9902,,,atla1278,
east2415,Eastern Kru,,,,east2415,,,atla1278,
kuwa1247,Kuwaa,Africa,7.54885,-9.9765,kuwa1247,blh,LR,atla1278,
west2485,Western Kru,,,,west2485,,,atla1278,
aizi1248,Aizi,,,,aizi1248,,,atla1278,
unun9909,Unclassified Eastern Kru,,,,unun9909,,,atla1278,
bete1265,Beteic,,,,bete1265,,,atla1278,
dida1244,Neyo-Dida,,,,dida1244,,,atla1278,
bakw1242,Bakwe-Wane,,,,bakw1242,,,atla1278,
kodi1246,Kodia,Africa,5.49671,-6.31915,kodi1246,kwp,CI,atla1278,
east2416,Eastern Bete,,,,east2416,,,atla1278,
west2489,Western Bete,,,,west2489,,,atla1278,
kouy1238,Kouya,Africa,7.27375,-6.5685,kouy1238,kyf,CI,atla1278,
gagn1235,Gagnoa Bété,Africa,6.10051,-5.9701,gagn1235,btg,CI,atla1278,
niab1238,Niabre,Africa,,,niab1238,,,atla1278,gagn1235
zadi1238,Zadie,Africa,,,zadi1238,,,atla1278,gagn1235
neke1238,Nekedi,Africa,,,neke1238,,,atla1278,gagn1235
gbad1242,Gbadi,Africa,,,gbad1242,,,atla1278,gagn1235
kpak1238,Kpakolo,Africa,,,kpak1238,,,atla1278,gagn1235
zebi1238,Zebie,Africa,,,zebi1238,,,atla1278,gagn1235
guib1246,Guiberoua Béte,Africa,6.13837,-6.51291,guib1246,bet,CI,atla1278,
dalo1238,Daloa Bété,Africa,6.69281,-6.63944,dalo1238,bev,CI,atla1278,
godi1239,Godié,Africa,5.3944,-5.82696,godi1239,god,CI,atla1278,
guib1247,Guiberoua,Africa,,,guib1247,,,atla1278,guib1246
soub1242,Soubré,Africa,,,soub1242,,,atla1278,guib1246
tigl1238,Tiglu,Africa,,,tigl1238,,,atla1278,godi1239
nyag1246,Nyago,Africa,,,nyag1246,,,atla1278,godi1239
kagb1242,Kagbo,Africa,,,kagb1242,,,atla1278,godi1239
glib1238,Glibe,Africa,,,glib1238,,,atla1278,godi1239
dagl1238,Dagli,Africa,,,dagl1238,,,atla1278,godi1239
jluk1238,Jluko,Africa,,,jluk1238,,,atla1278,godi1239
nugb1238,Nugbo,Africa,,,nugb1238,,,atla1278,godi1239
koyo1243,Koyo (Cote d'Ivoire),Africa,,,koyo1243,,,atla1278,godi1239
dlog1238,Dlogo,Africa,,,dlog1238,,,atla1278,godi1239
dida1245,Dida,,,,dida1245,,,atla1278,
neyo1238,Neyo,Africa,4.95048,-6.08043,neyo1238,ney,CI,atla1278,
yoco1235,Yocoboué Dida,Africa,5.40126,-5.12242,yoco1235,gud,CI,atla1278,
gueb1239,Guebie-Lakota Dida,,,,gueb1239,,,atla1278,
divo1238,Divo,Africa,,,divo1238,,,atla1278,yoco1235
lozo1238,Lozoua,Africa,,,lozo1238,,,atla1278,yoco1235
lako1244,Lakota Dida,Africa,5.86012,-5.40633,lako1244,dic,CI,atla1278,
gabo1234,Gabogbo,Africa,5.964761,-5.841819,gabo1234,gie,CI,atla1278,
vata1239,Vata,Africa,,,vata1239,,,atla1278,lako1244
bakw1243,Bakwé,Africa,5.23123,-6.51077,bakw1243,bjw,CI,atla1278,
wane1242,Wané,Africa,4.85171,-6.44406,wane1242,hwa,CI,atla1278,
nyin1249,Nyinagbi,Africa,,,nyin1249,,,atla1278,bakw1243
defa1250,Defa,Africa,,,defa1250,,,atla1278,bakw1243
depl1238,Deple,Africa,,,depl1238,,,atla1278,bakw1243
niga1242,Nigagba,Africa,,,niga1242,,,atla1278,bakw1243
dafa1242,Dafa,Africa,,,dafa1242,,,atla1278,bakw1243
greb1257,Grebo,,,,greb1257,,,atla1278,
klao1242,Klao-Tajuasohn,,,,klao1242,,,atla1278,
weea1234,Wee,,,,weea1234,,,atla1278,
bass1262,Bassaic,,,,bass1262,,,atla1278,
ivor1240,Ivorian Grebo,,,,ivor1240,,,atla1278,
greb1256,Liberian Grebo,Africa,,,greb1256,grb,LR,atla1278,
tepo1241,Tepo-Plapo,,,,tepo1241,,,atla1278,
pyek1235,Pye Krumen,Africa,5.00716,-7.01481,pyek1235,pye,CI;LR,atla1278,
tepo1239,Tepo Krumen,Africa,5.16267,-7.66346,tepo1239,ted,CI;LR,atla1278,
plap1239,Plapo Krumen,Africa,4.56109,-7.30644,plap1239,ktj,CI;LR,atla1278,
tepo1240,Tepo,Africa,,,tepo1240,,,atla1278,tepo1239
yrep1238,Yrepo,Africa,,,yrep1238,,,atla1278,tepo1239
dapo1239,Dapo,Africa,,,dapo1239,,,atla1278,tepo1239
bapo1238,Bapo,Africa,,,bapo1238,,,atla1278,tepo1239
honp1238,Honpo,Africa,,,honp1238,,,atla1278,tepo1239
wlop1238,Wlopo,Africa,,,wlop1238,,,atla1278,tepo1239
glaw1238,Glawlo,Africa,,,glaw1238,,,atla1278,tepo1239
plap1238,Plapo,Africa,,,plap1238,,,atla1278,tepo1239
yapo1245,Yapo,Africa,,,yapo1245,,,atla1278,pyek1235
trep1238,Trepo,Africa,,,trep1238,,,atla1278,pyek1235
piee1238,Pie,Africa,,,piee1238,,,atla1278,pyek1235
dugb1238,Dugbo,Africa,,,dugb1238,,,atla1278,pyek1235
wluw1238,Wluwe-Hawlo,Africa,,,wluw1238,,,atla1278,pyek1235
wlep1238,Wlepo,Africa,,,wlep1238,,,atla1278,pyek1235
yrew1238,Yrewe,Africa,,,yrew1238,,,atla1278,pyek1235
gbow1238,Gbowe-Hran,Africa,,,gbow1238,,,atla1278,pyek1235
nort3193,North-Central Liberian Grebo,,,,nort3193,,,atla1278,
sout2826,Southern Grebo,Africa,4.47607,-7.56872,sout2826,grj,CI;LR,atla1278,
barc1236,Barclayville-Gboloo-Central Liberian Grebo,,,,barc1236,,,atla1278,
nort2810,Northern Grebo,Africa,5.17103,-8.1409,nort2810,gbo,CI;LR,atla1278,
gbol1236,Gboloo-Central Grebo,,,,gbol1236,,,atla1278,
barc1235,Barclayville Grebo,Africa,4.67843,-8.09378,barc1235,gry,LR,atla1278,
gbol1235,Gboloo Grebo,Africa,4.75405,-7.66699,gbol1235,gec,CI;LR,atla1278,
cent2041,Central Grebo,Africa,4.88038,-7.88667,cent2041,grv,LR,atla1278,
gede1242,Gederobo,Africa,,,gede1242,,,atla1278,gbol1235
biab1239,Biabo,Africa,,,biab1239,,,atla1278,gbol1235
dedi1238,Dediebo,Africa,,,dedi1238,,,atla1278,gbol1235
nyan1312,Nyanoun,Africa,,,nyan1312,,,atla1278,gbol1235
doro1261,Dorobo (Central Grebo),Africa,,,doro1261,,,atla1278,cent2041
trem1243,Trembo,Africa,,,trem1243,,,atla1278,cent2041
glob1238,Globo,Africa,,,glob1238,,,atla1278,cent2041
nyen1259,Nyenebo,Africa,,,nyen1259,,,atla1278,cent2041
boro1276,Borobo,Africa,,,boro1276,,,atla1278,cent2041
wede1238,Wedebo,Africa,,,wede1238,,,atla1278,barc1235
kple1238,Kplebo,Africa,,,kple1238,,,atla1278,barc1235
nort2811,Northeastern Grebo,Africa,,,nort2811,,,atla1278,nort2810
ejee1238,E Je,Africa,,,ejee1238,,,atla1278,nort2810
klep1238,Klepo,Africa,,,klep1238,,,atla1278,nort2810
gbep1238,Gbepo,Africa,,,gbep1238,,,atla1278,nort2810
ched1238,Chedepo,Africa,,,ched1238,,,atla1278,nort2810
pali1275,Palipo,Africa,,,pali1275,,,atla1278,nort2810
jede1238,Jedepo,Africa,,,jede1238,,,atla1278,nort2810
fopo1238,Fopo-Bua,Africa,,,fopo1238,,,atla1278,nort2810
tien1243,Tienpo,Africa,,,tien1243,,,atla1278,nort2810
tuob1242,Tuobo,Africa,,,tuob1242,,,atla1278,nort2810
sabo1240,Sabo,Africa,,,sabo1240,,,atla1278,nort2810
niti1248,Nitiabo,Africa,,,niti1248,,,atla1278,nort2810
webo1238,Webo,Africa,,,webo1238,,,atla1278,nort2810
keti1246,Ketiepo,Africa,,,keti1246,,,atla1278,nort2810
nyab1254,Nyabo,Africa,,,nyab1254,,,atla1278,sout2826
wrel1238,Wrelpo,Africa,,,wrel1238,,,atla1278,sout2826
gleb1238,Glebo,Africa,,,gleb1238,,,atla1278,sout2826
jabo1238,Jabo,Africa,,,jabo1238,,,atla1278,sout2826
klao1243,Klao,Africa,5.05,-8.85,klao1243,klu,LR;SL,atla1278,
taju1238,Tajuasohn,Africa,5.50685,-8.98904,taju1238,tja,LR,atla1278,
east2413,Eastern Klaoh,Africa,,,east2413,,,atla1278,klao1243
cent2039,Central Klaoh,Africa,,,cent2039,,,atla1278,klao1243
west2487,West Central Klaoh,Africa,,,west2487,,,atla1278,klao1243
west2486,Western Klaoh,Africa,,,west2486,,,atla1278,klao1243
nyab1255,Nyabwa,Africa,6.87615,-6.84428,nyab1255,nwb,CI,atla1278,
east2414,Konobo-Eastern Krahn,Africa,5.83555,-7.85454,east2414,kqo,CI;LR,atla1278,
weno1238,Wobe-Wè Northern,Africa,7.40391,-7.24617,weno1238,wob,CI,atla1278,
guer1244,Guere-Krahn,,,,guer1244,,,atla1278,
nyed1238,Nyedebwa,Africa,,,nyed1238,,,atla1278,nyab1255
nucl1419,Nuclear Nyabwa,Africa,,,nucl1419,,,atla1278,nyab1255
gorb1238,Gorbo,Africa,,,gorb1238,,,atla1278,east2414
kann1256,Kanneh,Africa,,,kann1256,,,atla1278,east2414
tchi1246,Tchien,Africa,,,tchi1246,,,atla1278,east2414
kono1266,Konobo,Africa,,,kono1266,,,atla1278,east2414
taoo1239,Tao,Africa,,,taoo1239,,,atla1278,weno1238
semi1261,Sémien,Africa,,,semi1261,,,atla1278,weno1238
peom1238,Péomé,Africa,,,peom1238,,,atla1278,weno1238
guer1240,Guere,,,,guer1240,,,atla1278,
